"","gene_id","SYMBOL","coding_length","DESCRIPTION","GENEBIOTYPE","SEQCOORDSYSTEM","ENTREZID","WT_0H_DNA2","WT_120H_DNA2","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000025465","ENSMUSG00000025465","Echs1",8286,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial [Source:MGI Symbol;Acc:MGI:2136460]","protein_coding","chromosome","93747",2.34071846728648,1.51099376834851,-0.681456435677799,4.02606882932472,20.0764947785001,0.000515164659514869,0.00190514223017301
"ENSMUSG00000037960","ENSMUSG00000037960","Card19",1477,"caspase recruitment domain family, member 19 [Source:MGI Symbol;Acc:MGI:1915730]","protein_coding","chromosome","68480",5.77690231189272,11.4161695498163,0.94073477579647,3.68212919183107,20.0733043422662,0.000515516698806633,0.001905954026282
"ENSMUSG00000024982","ENSMUSG00000024982","Zdhhc6",8284,"zinc finger, DHHC domain containing 6 [Source:MGI Symbol;Acc:MGI:1914230]","protein_coding","chromosome","66980",2.23064410132635,3.44671577506133,0.572959645596075,4.56154941058556,20.0685934697936,0.000516037010144084,0.00190738737596819
"ENSMUSG00000029864","ENSMUSG00000029864","Gstk1",1469,"glutathione S-transferase kappa 1 [Source:MGI Symbol;Acc:MGI:1923513]","protein_coding","chromosome","76263",5.33122127844763,2.20738664411592,-1.33288075797942,2.54956256797151,20.0667255720089,0.000516243484195003,0.00190766027484392
"ENSMUSG00000079547","ENSMUSG00000079547","H2-DMb1",1681,"histocompatibility 2, class II, locus Mb1 [Source:MGI Symbol;Acc:MGI:95922]","protein_coding","chromosome","14999",1.41655549143704,3.91219813987893,1.42213949419114,2.20471584473372,20.043743996016,0.000518791586668758,0.00191658376559725
"ENSMUSG00000020377","ENSMUSG00000020377","Ltc4s",1014,"leukotriene C4 synthase [Source:MGI Symbol;Acc:MGI:107498]","protein_coding","chromosome","17001",0.152067727796056,2.41099447420647,3.86123011606808,0.526121747037753,20.4489356350491,0.000519072720347584,0.0019171299085873
"ENSMUSG00000020086","ENSMUSG00000020086","H2afy2",2175,"H2A histone family, member Y2 [Source:MGI Symbol;Acc:MGI:3037658]","protein_coding","chromosome",NA,10.2008422180837,6.11393162267067,-0.788890250467148,4.18006607621303,20.0382968063844,0.00051939765889099,0.00191781279370121
"ENSMUSG00000024750","ENSMUSG00000024750","Zfand5",10751,"zinc finger, AN1-type domain 5 [Source:MGI Symbol;Acc:MGI:1278334]","protein_coding","chromosome","22682",3.81845334389746,5.75362275806289,0.535942180396192,5.68821627026438,20.0371594140219,0.000519524311240432,0.00191781279370121
"ENSMUSG00000085828","ENSMUSG00000085828","Gm15612",3118,"predicted gene 15612 [Source:MGI Symbol;Acc:MGI:3641714]","lncRNA","chromosome","100038356",2.08022307611142,0.717023277565021,-1.58587304268062,2.2147121846112,20.0310861562782,0.000520201187396467,0.00191981870083038
"ENSMUSG00000031511","ENSMUSG00000031511","Arhgef7",15751,"Rho guanine nucleotide exchange factor (GEF7) [Source:MGI Symbol;Acc:MGI:1860493]","protein_coding","chromosome","54126",1.65196979464132,2.51345028175781,0.556498710078427,5.03931516635978,20.0254254368477,0.000520832995146036,0.00192165729507191
"ENSMUSG00000022770","ENSMUSG00000022770","Dlg1",10736,"discs large MAGUK scaffold protein 1 [Source:MGI Symbol;Acc:MGI:107231]","protein_coding","chromosome","13383",9.16331342790436,12.9780359348141,0.454653954689785,6.89560275685055,20.0237571343189,0.000521019366446757,0.00192185189234092
"ENSMUSG00000028868","ENSMUSG00000028868","Wasf2",6258,"WAS protein family, member 2 [Source:MGI Symbol;Acc:MGI:1098641]","protein_coding","chromosome","242687",12.3980030652145,17.8886121356385,0.477256990531949,6.56727522557936,20.0210655381672,0.000521320214163626,0.00192246854361571
"ENSMUSG00000047388","ENSMUSG00000047388","Atmin",4877,"ATM interactor [Source:MGI Symbol;Acc:MGI:2682328]","protein_coding","chromosome","234776",6.17337792929056,3.91085549470109,-0.715059684295447,4.64197009452992,20.0162974010126,0.000521853651698589,0.00192394237855142
"ENSMUSG00000074519","ENSMUSG00000074519","Zfp971",2145,"zinc finger protein 971 [Source:MGI Symbol;Acc:MGI:1261426]","protein_coding","chromosome","626848",5.98153865591375,2.99561132798852,-1.05765835592357,3.30876376867739,20.0142911676099,0.000522078286858143,0.0019242772736017
"ENSMUSG00000017843","ENSMUSG00000017843","Ppp2r5c",8286,"protein phosphatase 2, regulatory subunit B', gamma [Source:MGI Symbol;Acc:MGI:1349475]","protein_coding","chromosome","26931",4.32081923319224,6.22830753316044,0.472731801285274,5.4529760172782,20.0054584671737,0.000523068590307294,0.00192743337581335
"ENSMUSG00000026425","ENSMUSG00000026425","Srgap2",12560,"SLIT-ROBO Rho GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:109605]","protein_coding","chromosome","14270",3.20815815430131,5.00675887979315,0.594829654907098,5.69032431978999,20.0811885772653,0.000523832884828384,0.00192975526372997
"ENSMUSG00000019122","ENSMUSG00000019122","Ccl9",3045,"chemokine (C-C motif) ligand 9 [Source:MGI Symbol;Acc:MGI:104533]","protein_coding","chromosome","20308",0.0504021506240216,2.34243247318588,5.3846312161124,1.90139200953595,30.1243847269321,0.000524968874313041,0.00193312880826088
"ENSMUSG00000024421","ENSMUSG00000024421","Lama3",10745,"laminin, alpha 3 [Source:MGI Symbol;Acc:MGI:99909]","protein_coding","chromosome","16774",24.8511112786531,2.52396988458171,-3.35931975900363,7.22525985187501,69.1072427450951,0.000525017461067097,0.00193312880826088
"ENSMUSG00000052928","ENSMUSG00000052928","Ctif",6358,"CBP80/20-dependent translation initiation factor [Source:MGI Symbol;Acc:MGI:2685518]","protein_coding","chromosome","269037",4.40533741414865,6.48042745989344,0.500955194948099,5.11781177929466,19.9689969135113,0.000527179422205354,0.00194043379535585
"ENSMUSG00000066324","ENSMUSG00000066324","Impad1",6543,"inositol monophosphatase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915720]","protein_coding","chromosome","242291",14.1302437133084,19.363857466437,0.402940490951059,6.77705920604938,19.9681860627925,0.000527271260760025,0.00194043379535585
"ENSMUSG00000038425","ENSMUSG00000038425","Poli",4036,"polymerase (DNA directed), iota [Source:MGI Symbol;Acc:MGI:1347081]","protein_coding","chromosome","26447",3.05869852381479,1.57652885878309,-1.01088788913402,3.27072612671979,19.9620881183439,0.000527962513498191,0.00194248065211844
"ENSMUSG00000037419","ENSMUSG00000037419","Endod1",4645,"endonuclease domain containing 1 [Source:MGI Symbol;Acc:MGI:1919196]","protein_coding","chromosome","71946",8.74487351442585,20.7558255022012,1.19367247267427,6.08800994437858,31.877400285711,0.00053068721634763,0.00195200602186998
"ENSMUSG00000035392","ENSMUSG00000035392","Dennd1a",15344,"DENN/MADD domain containing 1A [Source:MGI Symbol;Acc:MGI:2442794]","protein_coding","chromosome","227801",4.05717895600186,3.1032291108584,-0.435679929614452,5.79224954757313,19.9279939352108,0.000531846554792681,0.00195577017413151
"ENSMUSG00000031880","ENSMUSG00000031880","Rrad",1577,"Ras-related associated with diabetes [Source:MGI Symbol;Acc:MGI:1930943]","protein_coding","chromosome","56437",0.213398623297895,1.29344028848694,2.49684512940785,0.429609032077232,19.9250080686582,0.000532188263542544,0.00195652648422006
"ENSMUSG00000052539","ENSMUSG00000052539","Magi3",8520,"membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:MGI Symbol;Acc:MGI:1923484]","protein_coding","chromosome","99470",12.5178327014904,9.7469012311345,-0.413758217773518,6.57653760759302,19.9131756104708,0.000533544869977144,0.00196101260414293
"ENSMUSG00000036591","ENSMUSG00000036591","Arhgap21",9271,"Rho GTPase activating protein 21 [Source:MGI Symbol;Acc:MGI:1918685]","protein_coding","chromosome","71435",7.05877583812423,10.0809977335771,0.463053534761788,6.31447494095188,19.8993629896984,0.000535133518856533,0.00196592574871665
"ENSMUSG00000019966","ENSMUSG00000019966","Kitl",5911,"kit ligand [Source:MGI Symbol;Acc:MGI:96974]","protein_coding","chromosome","17311",0.268642152722077,0.876926557795546,1.65109633796984,1.81578264410418,19.8991764843077,0.000535155006690703,0.00196592574871665
"ENSMUSG00000005267","ENSMUSG00000005267","Zfp287",7632,"zinc finger protein 287 [Source:MGI Symbol;Acc:MGI:2176561]","protein_coding","chromosome","170740",1.83871653310942,1.01088549764524,-0.920240053467609,3.48082081532348,19.8953567787134,0.000535595303692702,0.00196704077060992
"ENSMUSG00000028343","ENSMUSG00000028343","Erp44",3418,"endoplasmic reticulum protein 44 [Source:MGI Symbol;Acc:MGI:1923549]","protein_coding","chromosome","76299",8.44945453452081,12.8904613382252,0.558488792362315,5.19276259996357,19.8924403340805,0.000535931761315094,0.00196777395742499
"ENSMUSG00000027447","ENSMUSG00000027447","Cst3",1266,"cystatin C [Source:MGI Symbol;Acc:MGI:102519]","protein_coding","chromosome","13010",235.793600337903,168.718317708951,-0.524985905764316,8.01180309817378,19.8745513624979,0.000538000840116584,0.00197460571755735
"ENSMUSG00000066306","ENSMUSG00000066306","Numa1",7919,"nuclear mitotic apparatus protein 1 [Source:MGI Symbol;Acc:MGI:2443665]","protein_coding","chromosome","101706",50.9598800542118,39.4555703181009,-0.422137688396901,8.49168929365216,19.8739805263701,0.000538067014817637,0.00197460571755735
"ENSMUSG00000053137","ENSMUSG00000053137","Mapk11",2887,"mitogen-activated protein kinase 11 [Source:MGI Symbol;Acc:MGI:1338024]","protein_coding","chromosome","19094",0.169036090138531,0.864966562405632,2.27029678180685,0.716947375057307,19.8671352295291,0.000538861288912663,0.00197701608600559
"ENSMUSG00000074505","ENSMUSG00000074505","Fat3",21478,"FAT atypical cadherin 3 [Source:MGI Symbol;Acc:MGI:2444314]","protein_coding","chromosome","270120",5.01382523001959,0.696521165982507,-2.90709515579494,5.96707145514608,59.037677009653,0.000539510856757395,0.00197889445087602
"ENSMUSG00000022323","ENSMUSG00000022323","Rida",3192,"reactive intermediate imine deaminase A homolog [Source:MGI Symbol;Acc:MGI:1095401]","protein_coding","chromosome","15473",4.71228576114324,2.53712676882995,-0.951094236187482,3.5750487131771,19.8568542182633,0.000540056741070754,0.00198039164968883
"ENSMUSG00000067713","ENSMUSG00000067713","Prkag1",2175,"protein kinase, AMP-activated, gamma 1 non-catalytic subunit [Source:MGI Symbol;Acc:MGI:108411]","protein_coding","chromosome","19082",6.82640797053087,11.1244944255462,0.656020065117791,4.29870316760955,19.8389930344471,0.000542140829665326,0.00198752725267569
"ENSMUSG00000050017","ENSMUSG00000050017","Pitpnb",3377,"phosphatidylinositol transfer protein, beta [Source:MGI Symbol;Acc:MGI:1927542]","protein_coding","chromosome","56305",16.0641034692377,11.8402525438528,-0.489387250023608,5.57448771847938,19.8353118742423,0.000542571501108173,0.00198859921736436
"ENSMUSG00000000532","ENSMUSG00000000532","Acvr1b",4418,"activin A receptor, type 1B [Source:MGI Symbol;Acc:MGI:1338944]","protein_coding","chromosome","11479",10.0608334419592,6.91252965607465,-0.590863751215266,5.24704589277356,19.8325169136042,0.00054289875482126,0.00198929169218837
"ENSMUSG00000026568","ENSMUSG00000026568","Mpc2",7344,"mitochondrial pyruvate carrier 2 [Source:MGI Symbol;Acc:MGI:1917706]","protein_coding","chromosome","70456",2.01317460942362,1.21287669058633,-0.786106256823066,3.60242891058621,19.8292993425726,0.000543275770771407,0.0019901661067841
"ENSMUSG00000047414","ENSMUSG00000047414","Flrt2",7721,"fibronectin leucine rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:3603594]","protein_coding","chromosome","399558",20.0481711617841,27.6597700837745,0.412386150067188,7.52649560415534,19.8117355912117,0.000545339082263697,0.00199721585971899
"ENSMUSG00000008373","ENSMUSG00000008373","Prpf31",5439,"pre-mRNA processing factor 31 [Source:MGI Symbol;Acc:MGI:1916238]","protein_coding","chromosome","68988",5.49017600098546,7.99212913915725,0.488125383476021,5.1999790978305,19.8068323560871,0.000545916694448874,0.00199882227585634
"ENSMUSG00000021610","ENSMUSG00000021610","Clptm1l",3068,"CLPTM1-like [Source:MGI Symbol;Acc:MGI:2442892]","protein_coding","chromosome","218335",15.3754667999494,22.1016004970192,0.475767933371878,5.84982836138286,19.8047738543055,0.000546159399479495,0.00199920195553935
"ENSMUSG00000039686","ENSMUSG00000039686","Zer1",9784,"zyg-11 related, cell cycle regulator [Source:MGI Symbol;Acc:MGI:2442511]","protein_coding","chromosome","227693",3.64282066463664,2.55202583767588,-0.568173394342705,4.94253242129829,19.8005789851629,0.000546654372903526,0.00200050462877825
"ENSMUSG00000029410","ENSMUSG00000029410","Ppef2",2983,"protein phosphatase, EF hand calcium-binding domain 2 [Source:MGI Symbol;Acc:MGI:1342304]","protein_coding","chromosome","19023",1.47718605294511,0.454664087399591,-1.75856409707623,1.64666433681133,19.7892220291105,0.000547997017596353,0.00200490793871044
"ENSMUSG00000096929","ENSMUSG00000096929","A330023F24Rik",9354,"RIKEN cDNA A330023F24 gene [Source:MGI Symbol;Acc:MGI:2443958]","lncRNA","chromosome","320977",0.978508933377414,1.90872790728334,0.912214328495987,3.76250036279819,19.7837772078509,0.000548642056036298,0.0020067573880758
"ENSMUSG00000044072","ENSMUSG00000044072","Eml6",9279,"echinoderm microtubule associated protein like 6 [Source:MGI Symbol;Acc:MGI:2442895]","protein_coding","chromosome","237711",1.58135251263117,0.906110761809199,-0.851482837063095,3.56735988789189,19.7742709724055,0.0005497703292911,0.00201037296614915
"ENSMUSG00000045404","ENSMUSG00000045404","Kcnk13",3112,"potassium channel, subfamily K, member 13 [Source:MGI Symbol;Acc:MGI:2384976]","protein_coding","chromosome","217826",0.0294880806391196,0.408608804919855,3.5797251355478,-0.239445092610841,19.770898382826,0.000550171252839777,0.00201132764574013
"ENSMUSG00000001506","ENSMUSG00000001506","Col1a1",6563,"collagen, type I, alpha 1 [Source:MGI Symbol;Acc:MGI:88467]","protein_coding","chromosome","12842",0.743561406788869,112.982447922543,7.21167579153375,8.50839331530307,84.7106223296362,0.000551173497586854,0.00201447960414082
"ENSMUSG00000016194","ENSMUSG00000016194","Hsd11b1",4251,"hydroxysteroid 11-beta dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:103562]","protein_coding","chromosome","15483",0.539760328647087,0.0810417725680815,-2.74404209445547,0.637070632429496,19.7564041240839,0.000551898105146357,0.0020166154848107
"ENSMUSG00000028538","ENSMUSG00000028538","St3gal3",2768,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:MGI Symbol;Acc:MGI:1316659]","protein_coding","chromosome","20441",3.60030440133736,7.09723658347048,0.919355975558787,3.896630100854,19.7542667141936,0.000552153282086089,0.00201672672805923
"ENSMUSG00000022808","ENSMUSG00000022808","Snx4",3988,"sorting nexin 4 [Source:MGI Symbol;Acc:MGI:1916400]","protein_coding","chromosome","69150",10.532048546945,15.5869751915728,0.520406760954827,5.70922424267749,19.7526740582377,0.00055234351088456,0.00201672672805923
"ENSMUSG00000051344","ENSMUSG00000051344","Plekhm3",10921,"pleckstrin homology domain containing, family M, member 3 [Source:MGI Symbol;Acc:MGI:2443627]","protein_coding","chromosome","241075",1.61601424712683,2.59500625659547,0.635240934365617,4.53420508226573,19.7526262113451,0.000552349226938209,0.00201672672805923
"ENSMUSG00000024811","ENSMUSG00000024811","Tnks2",10406,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 [Source:MGI Symbol;Acc:MGI:1921743]","protein_coding","chromosome","74493",12.4395212288304,16.9064670955785,0.389557034671133,7.2547488784285,19.7442910278588,0.00055334602892338,0.00201985344872488
"ENSMUSG00000050295","ENSMUSG00000050295","Foxc1",5844,"forkhead box C1 [Source:MGI Symbol;Acc:MGI:1347466]","protein_coding","chromosome","17300",0.409551480546668,1.47154658881196,1.78720983205408,2.48684032397403,20.7565951516295,0.000554855926376187,0.00202485103606758
"ENSMUSG00000019494","ENSMUSG00000019494","Cops6",2525,"COP9 signalosome subunit 6 [Source:MGI Symbol;Acc:MGI:1349439]","protein_coding","chromosome","26893",21.3967513316155,15.4773445888225,-0.523440065128101,5.55599099979493,19.719459904131,0.000556327811895894,0.00202960573864832
"ENSMUSG00000061950","ENSMUSG00000061950","Ppp4r1",5449,"protein phosphatase 4, regulatory subunit 1 [Source:MGI Symbol;Acc:MGI:1917601]","protein_coding","chromosome","70351",7.42794483995678,10.7617537617232,0.483109929382116,5.63613270523025,19.7180193787746,0.00055650135788544,0.00202960573864832
"ENSMUSG00000075705","ENSMUSG00000075705","Msrb1",1258,"methionine sulfoxide reductase B1 [Source:MGI Symbol;Acc:MGI:1351642]","protein_coding","chromosome","27361",2.86998774065534,7.24435417596008,1.29186387629652,2.7003431309179,19.7173486177486,0.000556582188376372,0.00202960573864832
"ENSMUSG00000047281","ENSMUSG00000047281","Sfn",1613,"stratifin [Source:MGI Symbol;Acc:MGI:1891831]","protein_coding","chromosome","55948",1.19299447905213,5.58806005748224,2.1506550734978,2.47552887387944,22.6891112320775,0.000557858765094427,0.00203374518620736
"ENSMUSG00000035686","ENSMUSG00000035686","Thrsp",2189,"thyroid hormone responsive [Source:MGI Symbol;Acc:MGI:109126]","protein_coding","chromosome","21835",2.48923320333912,0.885796597529182,-1.53968524447827,1.98494881196504,19.698429891146,0.000558867550925418,0.00203690651733638
"ENSMUSG00000026042","ENSMUSG00000026042","Col5a2",9591,"collagen, type V, alpha 2 [Source:MGI Symbol;Acc:MGI:88458]","protein_coding","chromosome","12832",0.130585299182331,14.6666194134442,6.75696520723389,6.11852765798877,81.1064665014621,0.000559740654531222,0.00203957185038461
"ENSMUSG00000031871","ENSMUSG00000031871","Cdh5",4203,"cadherin 5 [Source:MGI Symbol;Acc:MGI:105057]","protein_coding","chromosome","12562",0.122633483752431,0.973200135165555,2.90469558837408,1.28664756388198,20.4987930967031,0.000560046737754614,0.00204017025896324
"ENSMUSG00000069306","ENSMUSG00000069306","Hist1h4m",402,"histone cluster 1, H4m [Source:MGI Symbol;Acc:MGI:2448441]","protein_coding","chromosome","100041230",7.50628236522294,1.77639273760914,-2.13382615212428,1.07772508567545,19.6859760050886,0.00056037783514271,0.00204085946442706
