gene_id	coding_length	SYMBOL	DESCRIPTION	Var
ENSMUSG00000025086	5594	Trub1	TruB pseudouridine (psi) synthase family member 1 [Source:MGI Symbol;Acc:MGI:1919383]	9248.73731884058
ENSMUSG00000025089	5476	Gfra1	glial cell line derived neurotrophic factor family receptor alpha 1 [Source:MGI Symbol;Acc:MGI:1100842]	187723.461956522
ENSMUSG00000025092	9192	Hspa12a	heat shock protein 12A [Source:MGI Symbol;Acc:MGI:1920692]	22539.1014492754
ENSMUSG00000025102	1231	3110040N11Rik	RIKEN cDNA 3110040N11 gene [Source:MGI Symbol;Acc:MGI:1914540]	1732.91123188406
ENSMUSG00000025103	3471	Btbd1	BTB (POZ) domain containing 1 [Source:MGI Symbol;Acc:MGI:1933765]	361276.867753623
ENSMUSG00000025104	9575	Hdgfl3	HDGF like 3 [Source:MGI Symbol;Acc:MGI:1352760]	171831.041666667
ENSMUSG00000025105	4680	Bnc1	basonuclin 1 [Source:MGI Symbol;Acc:MGI:1097164]	126.505434782609
ENSMUSG00000025128	3344	Bhlhe22	basic helix-loop-helix family, member e22 [Source:MGI Symbol;Acc:MGI:1930001]	107.905797101449
ENSMUSG00000025130	2861	P4hb	prolyl 4-hydroxylase, beta polypeptide [Source:MGI Symbol;Acc:MGI:97464]	5442998.28804348
ENSMUSG00000025132	2258	Arhgdia	Rho GDP dissociation inhibitor (GDI) alpha [Source:MGI Symbol;Acc:MGI:2178103]	3272156.08514493
ENSMUSG00000025133	7038	Ints4	integrator complex subunit 4 [Source:MGI Symbol;Acc:MGI:1917164]	31097.1014492754
ENSMUSG00000025134	3839	Alyref	Aly/REF export factor [Source:MGI Symbol;Acc:MGI:1341044]	99634.5634057971
ENSMUSG00000025135	5057	Anapc11	anaphase promoting complex subunit 11 [Source:MGI Symbol;Acc:MGI:1913406]	11314.7807971014
ENSMUSG00000025137	4346	Pcyt2	phosphate cytidylyltransferase 2, ethanolamine [Source:MGI Symbol;Acc:MGI:1915921]	6405.46195652174
ENSMUSG00000025138	5148	Sirt7	sirtuin 7 [Source:MGI Symbol;Acc:MGI:2385849]	3817.47644927536
ENSMUSG00000025139	5059	Tollip	toll interacting protein [Source:MGI Symbol;Acc:MGI:1891808]	98372.9565217391
ENSMUSG00000025140	3935	Pycr1	pyrroline-5-carboxylate reductase 1 [Source:MGI Symbol;Acc:MGI:2384795]	1696.72282608696
ENSMUSG00000025142	4770	Aspscr1	alveolar soft part sarcoma chromosome region, candidate 1 (human) [Source:MGI Symbol;Acc:MGI:1916188]	114542.346014493
ENSMUSG00000025144	1077	Cenpx	centromere protein X [Source:MGI Symbol;Acc:MGI:894324]	3003.86775362319
ENSMUSG00000025145	3293	Lrrc45	leucine rich repeat containing 45 [Source:MGI Symbol;Acc:MGI:2387183]	118220.166666667
ENSMUSG00000025147	6248	Mob2	MOB kinase activator 2 [Source:MGI Symbol;Acc:MGI:1919891]	8236.51992753623
ENSMUSG00000025150	1327	Cbr2	carbonyl reductase 2 [Source:MGI Symbol;Acc:MGI:107200]	9811.1231884058
ENSMUSG00000025151	4351	Maged1	melanoma antigen, family D, 1 [Source:MGI Symbol;Acc:MGI:1930187]	3066104.69384058
ENSMUSG00000025153	10947	Fasn	fatty acid synthase [Source:MGI Symbol;Acc:MGI:95485]	1547721.88405797
ENSMUSG00000025154	5103	Arhgap19	Rho GTPase activating protein 19 [Source:MGI Symbol;Acc:MGI:1918335]	5125.47644927536
ENSMUSG00000025155	3758	Dus1l	dihydrouridine synthase 1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915980]	13987.4329710145
ENSMUSG00000025156	2879	Gps1	G protein pathway suppressor 1 [Source:MGI Symbol;Acc:MGI:2384801]	135459.934782609
ENSMUSG00000025157	3336	Zdhhc16	zinc finger, DHHC domain containing 16 [Source:MGI Symbol;Acc:MGI:1921418]	12434.4329710145
ENSMUSG00000025158	2489	Rfng	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:894275]	9292.82427536232
ENSMUSG00000025159	10415	Mms19	MMS19 cytosolic iron-sulfur assembly component [Source:MGI Symbol;Acc:MGI:1919449]	36057.7807971014
ENSMUSG00000025161	5318	Slc16a3	solute carrier family 16 (monocarboxylic acid transporters), member 3 [Source:MGI Symbol;Acc:MGI:1933438]	125430.954710145
ENSMUSG00000025162	5328	Csnk1d	casein kinase 1, delta [Source:MGI Symbol;Acc:MGI:1355272]	151821.114130435
ENSMUSG00000025169	1308	Ogfod3	2-oxoglutarate and iron-dependent oxygenase domain containing 3 [Source:MGI Symbol;Acc:MGI:1913429]	3236.75362318841
ENSMUSG00000025170	2008	Rab40b	Rab40B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2183451]	69.3315217391304
ENSMUSG00000025171	1687	Ubtd1	ubiquitin domain containing 1 [Source:MGI Symbol;Acc:MGI:2385092]	11776.6793478261
ENSMUSG00000025173	4562	Wdr45b	WD repeat domain 45B [Source:MGI Symbol;Acc:MGI:1914090]	16615.1721014493
ENSMUSG00000025175	4399	Fn3k	fructosamine 3 kinase [Source:MGI Symbol;Acc:MGI:1926834]	6260.24456521739
ENSMUSG00000025176	2259	Hoga1	4-hydroxy-2-oxoglutarate aldolase 1 [Source:MGI Symbol;Acc:MGI:1914682]	345.389492753623
ENSMUSG00000025178	6692	Pi4k2a	phosphatidylinositol 4-kinase type 2 alpha [Source:MGI Symbol;Acc:MGI:1934031]	310422.244565217
ENSMUSG00000025184	7397	R3hcc1l	R3H domain and coiled-coil containing 1 like [Source:MGI Symbol;Acc:MGI:1196316]	21965.2155797101
ENSMUSG00000025185	4213	Loxl4	lysyl oxidase-like 4 [Source:MGI Symbol;Acc:MGI:1914823]	838.288043478261
ENSMUSG00000025188	5855	Hps1	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1 [Source:MGI Symbol;Acc:MGI:2177763]	5578.16666666667
ENSMUSG00000025189	5717	Cnnm1	cyclin M1 [Source:MGI Symbol;Acc:MGI:1891366]	4758.08695652174
ENSMUSG00000025190	2539	Got1	glutamic-oxaloacetic transaminase 1, soluble [Source:MGI Symbol;Acc:MGI:95791]	62768.1739130435
ENSMUSG00000025192	8963	Entpd7	ectonucleoside triphosphate diphosphohydrolase 7 [Source:MGI Symbol;Acc:MGI:2135885]	45384.606884058
ENSMUSG00000025193	1422	Cutc	cutC copper transporter [Source:MGI Symbol;Acc:MGI:1913638]	344.949275362319
ENSMUSG00000025194	8532	Abcc2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2 [Source:MGI Symbol;Acc:MGI:1352447]	56.5199275362319
ENSMUSG00000025195	8264	Dnmbp	dynamin binding protein [Source:MGI Symbol;Acc:MGI:1917352]	486652.389492754
ENSMUSG00000025198	4961	Erlin1	ER lipid raft associated 1 [Source:MGI Symbol;Acc:MGI:2387613]	16437.9347826087
ENSMUSG00000025199	5087	Chuk	conserved helix-loop-helix ubiquitous kinase [Source:MGI Symbol;Acc:MGI:99484]	41351.1721014493
ENSMUSG00000025200	5433	Cwf19l1	CWF19-like 1, cell cycle control (S. pombe) [Source:MGI Symbol;Acc:MGI:1919752]	1174.30253623188
ENSMUSG00000025202	3552	Scd3	stearoyl-coenzyme A desaturase 3 [Source:MGI Symbol;Acc:MGI:1353437]	32.5199275362319
ENSMUSG00000025203	5464	Scd2	stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240]	69270331.259058
ENSMUSG00000025204	3146	Ndufb8	NADH:ubiquinone oxidoreductase subunit B8 [Source:MGI Symbol;Acc:MGI:1914514]	16160.5144927536
ENSMUSG00000025207	8661	Sema4g	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G [Source:MGI Symbol;Acc:MGI:1347047]	1419.15760869565
ENSMUSG00000025208	1520	Mrpl43	mitochondrial ribosomal protein L43 [Source:MGI Symbol;Acc:MGI:2137229]	28004.0869565217
ENSMUSG00000025209	4013	Twnk	twinkle mtDNA helicase [Source:MGI Symbol;Acc:MGI:2137410]	9279.04166666667
ENSMUSG00000025212	3110	Sfxn3	sideroflexin 3 [Source:MGI Symbol;Acc:MGI:2137679]	108129.375
ENSMUSG00000025213	1681	Kazald1	Kazal-type serine peptidase inhibitor domain 1 [Source:MGI Symbol;Acc:MGI:2147606]	220.563405797101
ENSMUSG00000025217	16908	Btrc	beta-transducin repeat containing protein [Source:MGI Symbol;Acc:MGI:1338871]	32091.2391304348
ENSMUSG00000025218	2324	Poll	polymerase (DNA directed), lambda [Source:MGI Symbol;Acc:MGI:1889000]	1559.50543478261
ENSMUSG00000025220	8592	Oga	O-GlcNAcase [Source:MGI Symbol;Acc:MGI:1932139]	1620676.25905797
ENSMUSG00000025221	3675	Kcnip2	Kv channel-interacting protein 2 [Source:MGI Symbol;Acc:MGI:2135916]	56.2608695652174
ENSMUSG00000025223	4606	Ldb1	LIM domain binding 1 [Source:MGI Symbol;Acc:MGI:894762]	102393.070652174
ENSMUSG00000025224	10855	Gbf1	golgi-specific brefeldin A-resistance factor 1 [Source:MGI Symbol;Acc:MGI:1861607]	719531.123188406
ENSMUSG00000025225	4584	Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]	394226.688405797
ENSMUSG00000025226	1348	Fbxl15	F-box and leucine-rich repeat protein 15 [Source:MGI Symbol;Acc:MGI:1915681]	573.73731884058
ENSMUSG00000025227	2804	Mfsd13a	major facilitator superfamily domain containing 13a [Source:MGI Symbol;Acc:MGI:1922396]	4889.76630434783
ENSMUSG00000025228	4320	Actr1a	ARP1 actin-related protein 1A, centractin alpha [Source:MGI Symbol;Acc:MGI:1858964]	143243.418478261
ENSMUSG00000025229	1526	Pitx3	paired-like homeodomain transcription factor 3 [Source:MGI Symbol;Acc:MGI:1100498]	142755.297101449
ENSMUSG00000025231	7691	Sufu	SUFU negative regulator of hedgehog signaling [Source:MGI Symbol;Acc:MGI:1345643]	33954.5797101449
ENSMUSG00000025232	1996	Hexa	hexosaminidase A [Source:MGI Symbol;Acc:MGI:96073]	62880.8405797101
ENSMUSG00000025234	7707	Arih1	ariadne RBR E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1344363]	411630.201086957
ENSMUSG00000025235	6039	Bbs4	Bardet-Biedl syndrome 4 (human) [Source:MGI Symbol;Acc:MGI:2143311]	23200.4619565217
ENSMUSG00000025236	9609	Adpgk	ADP-dependent glucokinase [Source:MGI Symbol;Acc:MGI:1919391]	61793.3315217391
ENSMUSG00000025237	7763	Parp6	poly (ADP-ribose) polymerase family, member 6 [Source:MGI Symbol;Acc:MGI:1914537]	9862.4347826087
ENSMUSG00000025239	6018	Limd1	LIM domains containing 1 [Source:MGI Symbol;Acc:MGI:1352502]	40627.1304347826
ENSMUSG00000025240	3738	Sacm1l	SAC1 suppressor of actin mutations 1-like (yeast) [Source:MGI Symbol;Acc:MGI:1933169]	55534.7753623188
ENSMUSG00000025241	8862	Fyco1	FYVE and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:107277]	834479.302536232
ENSMUSG00000025245	11152	Lztfl1	leucine zipper transcription factor-like 1 [Source:MGI Symbol;Acc:MGI:1934860]	11253.7373188406
ENSMUSG00000025246	7052	Tbl1x	transducin (beta)-like 1 X-linked [Source:MGI Symbol;Acc:MGI:1336172]	404522.057971014
ENSMUSG00000025255	15737	Zfhx4	zinc finger homeodomain 4 [Source:MGI Symbol;Acc:MGI:2137668]	4864867.34601449
ENSMUSG00000025257	1547	Ribc1	RIB43A domain with coiled-coils 1 [Source:MGI Symbol;Acc:MGI:1913861]	108.86231884058
ENSMUSG00000025260	1298	Hsd17b10	hydroxysteroid (17-beta) dehydrogenase 10 [Source:MGI Symbol;Acc:MGI:1333871]	21540.0797101449
ENSMUSG00000025261	23507	Huwe1	HECT, UBA and WWE domain containing 1 [Source:MGI Symbol;Acc:MGI:1926884]	10628608.3695652
ENSMUSG00000025262	5823	Fam120c	family with sequence similarity 120, member C [Source:MGI Symbol;Acc:MGI:2387687]	88874.5923913044
ENSMUSG00000025264	3805	Tsr2	TSR2 20S rRNA accumulation [Source:MGI Symbol;Acc:MGI:1916749]	22589.9836956522
ENSMUSG00000025265	4931	Fgd1	FYVE, RhoGEF and PH domain containing 1 [Source:MGI Symbol;Acc:MGI:104566]	18229.0851449275
ENSMUSG00000025266	5570	Gnl3l	guanine nucleotide binding protein-like 3 (nucleolar)-like [Source:MGI Symbol;Acc:MGI:2448557]	120483.623188406
ENSMUSG00000025268	3239	Maged2	melanoma antigen, family D, 2 [Source:MGI Symbol;Acc:MGI:1933391]	182653.934782609
ENSMUSG00000025269	8744	Apex2	apurinic/apyrimidinic endonuclease 2 [Source:MGI Symbol;Acc:MGI:1924872]	13384.2536231884
ENSMUSG00000025270	2403	Alas2	aminolevulinic acid synthase 2, erythroid [Source:MGI Symbol;Acc:MGI:87990]	8502.43297101449
ENSMUSG00000025271	4017	Pfkfb1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:MGI Symbol;Acc:MGI:107816]	181.548913043478
ENSMUSG00000025272	7296	Tro	trophinin [Source:MGI Symbol;Acc:MGI:1928994]	17288.7807971014
ENSMUSG00000025277	2365	Abhd6	abhydrolase domain containing 6 [Source:MGI Symbol;Acc:MGI:1913332]	10995.1231884058
ENSMUSG00000025278	9198	Flnb	filamin, beta [Source:MGI Symbol;Acc:MGI:2446089]	104538523.413043
ENSMUSG00000025280	5828	Polr3a	polymerase (RNA) III (DNA directed) polypeptide A [Source:MGI Symbol;Acc:MGI:2681836]	11067.5579710145
ENSMUSG00000025283	2774	Sat1	spermidine/spermine N1-acetyl transferase 1 [Source:MGI Symbol;Acc:MGI:98233]	152286.563405797
ENSMUSG00000025287	2273	Acot9	acyl-CoA thioesterase 9 [Source:MGI Symbol;Acc:MGI:1928939]	25149.2753623188
ENSMUSG00000025289	2106	Prdx4	peroxiredoxin 4 [Source:MGI Symbol;Acc:MGI:1859815]	18160.3695652174
ENSMUSG00000025290	6256	Rps24	ribosomal protein S24 [Source:MGI Symbol;Acc:MGI:98147]	4339661.91123188
ENSMUSG00000025314	8352	Ptprj	protein tyrosine phosphatase, receptor type, J [Source:MGI Symbol;Acc:MGI:104574]	230090.456521739
ENSMUSG00000025316	6632	Banp	BTG3 associated nuclear protein [Source:MGI Symbol;Acc:MGI:1889023]	9590.69565217391
ENSMUSG00000025318	4457	Jph3	junctophilin 3 [Source:MGI Symbol;Acc:MGI:1891497]	787.188405797101
ENSMUSG00000025321	11060	Itgb8	integrin beta 8 [Source:MGI Symbol;Acc:MGI:1338035]	95821.884057971
ENSMUSG00000025323	5770	Sp4	trans-acting transcription factor 4 [Source:MGI Symbol;Acc:MGI:107595]	43503.2155797101
ENSMUSG00000025324	5587	Atp10a	ATPase, class V, type 10A [Source:MGI Symbol;Acc:MGI:1330809]	27116.2608695652
ENSMUSG00000025326	20626	Ube3a	ubiquitin protein ligase E3A [Source:MGI Symbol;Acc:MGI:105098]	571560.476449275
ENSMUSG00000025328	3447	Padi3	peptidyl arginine deiminase, type III [Source:MGI Symbol;Acc:MGI:1338891]	7.53623188405797
ENSMUSG00000025329	3754	Padi1	peptidyl arginine deiminase, type I [Source:MGI Symbol;Acc:MGI:1338893]	29.3840579710145
ENSMUSG00000025330	4835	Padi4	peptidyl arginine deiminase, type IV [Source:MGI Symbol;Acc:MGI:1338898]	191.478260869565
ENSMUSG00000025332	7110	Kdm5c	lysine (K)-specific demethylase 5C [Source:MGI Symbol;Acc:MGI:99781]	405074.824275362
ENSMUSG00000025333	1995	Gpr143	G protein-coupled receptor 143 [Source:MGI Symbol;Acc:MGI:107193]	87.3623188405797
ENSMUSG00000025337	2033	Sbds	SBDS ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1913961]	139378.52173913
ENSMUSG00000025340	4168	Rabgef1	RAB guanine nucleotide exchange factor (GEF) 1 [Source:MGI Symbol;Acc:MGI:1929459]	144798.505434783
ENSMUSG00000025347	1230	Mettl7b	methyltransferase like 7B [Source:MGI Symbol;Acc:MGI:1918914]	680.128623188406
ENSMUSG00000025348	8092	Itga7	integrin alpha 7 [Source:MGI Symbol;Acc:MGI:102700]	6582988.54891304
ENSMUSG00000025350	2809	Rdh5	retinol dehydrogenase 5 [Source:MGI Symbol;Acc:MGI:1201412]	54685.2880434783
ENSMUSG00000025351	3682	Cd63	CD63 antigen [Source:MGI Symbol;Acc:MGI:99529]	6968326.49275362
ENSMUSG00000025352	4062	Gdf11	growth differentiation factor 11 [Source:MGI Symbol;Acc:MGI:1338027]	39558.3460144928
ENSMUSG00000025353	1670	Ormdl2	ORM1-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914094]	5091.9981884058
ENSMUSG00000025354	6558	Dnajc14	DnaJ heat shock protein family (Hsp40) member C14 [Source:MGI Symbol;Acc:MGI:1921580]	33803.0434782609
ENSMUSG00000025355	3533	Mmp19	matrix metallopeptidase 19 [Source:MGI Symbol;Acc:MGI:1927899]	30133.0144927536
ENSMUSG00000025357	4762	Dgka	diacylglycerol kinase, alpha [Source:MGI Symbol;Acc:MGI:102952]	1671.69384057971
ENSMUSG00000025358	6219	Cdk2	cyclin-dependent kinase 2 [Source:MGI Symbol;Acc:MGI:104772]	16160.6358695652
ENSMUSG00000025359	2292	Pmel	premelanosome protein [Source:MGI Symbol;Acc:MGI:98301]	1658492.82427536
ENSMUSG00000025362	1544	Rps26	ribosomal protein S26 [Source:MGI Symbol;Acc:MGI:1351628]	499344.608695652
ENSMUSG00000025364	2804	Pa2g4	proliferation-associated 2G4 [Source:MGI Symbol;Acc:MGI:894684]	1037951.79710145
ENSMUSG00000025366	7267	Esyt1	extended synaptotagmin-like protein 1 [Source:MGI Symbol;Acc:MGI:1344426]	135574.824275362
ENSMUSG00000025369	5552	Smarcc2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2 [Source:MGI Symbol;Acc:MGI:1915344]	1546885.47826087
ENSMUSG00000025370	3539	Cdh9	cadherin 9 [Source:MGI Symbol;Acc:MGI:107433]	357.302536231884
ENSMUSG00000025371	2432	Chmp6	charged multivesicular body protein 6 [Source:MGI Symbol;Acc:MGI:3583942]	8480.26086956522
ENSMUSG00000025372	4992	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2 [Source:MGI Symbol;Acc:MGI:2137336]	179062.548913043
ENSMUSG00000025373	4457	Rnf41	ring finger protein 41 [Source:MGI Symbol;Acc:MGI:1914838]	59576.3315217391
ENSMUSG00000025374	2507	Nabp2	nucleic acid binding protein 2 [Source:MGI Symbol;Acc:MGI:1917167]	21635.9402173913
ENSMUSG00000025375	7159	Aatk	apoptosis-associated tyrosine kinase [Source:MGI Symbol;Acc:MGI:1197518]	56855.1141304348
ENSMUSG00000025377	3329	Tepsin	TEPSIN, adaptor related protein complex 4 accessory protein [Source:MGI Symbol;Acc:MGI:1926027]	4046.21557971014
ENSMUSG00000025380	2110	Fscn2	fascin actin-bundling protein 2 [Source:MGI Symbol;Acc:MGI:2443337]	4771.47101449275
ENSMUSG00000025381	1740	Cnpy2	canopy FGF signaling regulator 2 [Source:MGI Symbol;Acc:MGI:1928477]	62056.606884058
ENSMUSG00000025384	5212	Faap100	Fanconi anemia core complex associated protein 100 [Source:MGI Symbol;Acc:MGI:1919135]	5444.59239130435
ENSMUSG00000025386	2317	Pde6g	phosphodiesterase 6G, cGMP-specific, rod, gamma [Source:MGI Symbol;Acc:MGI:97526]	378441.905797101
ENSMUSG00000025389	2144	Mip	major intrinsic protein of lens fiber [Source:MGI Symbol;Acc:MGI:96990]	113969618.809783
ENSMUSG00000025393	4237	Atp5b	ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit [Source:MGI Symbol;Acc:MGI:107801]	5863875.12318841
ENSMUSG00000025395	3868	Prim1	DNA primase, p49 subunit [Source:MGI Symbol;Acc:MGI:97757]	13072.3460144928
ENSMUSG00000025400	1378	Tac2	tachykinin 2 [Source:MGI Symbol;Acc:MGI:98476]	85.2971014492754
ENSMUSG00000025401	3714	Myo1a	myosin IA [Source:MGI Symbol;Acc:MGI:107732]	26.2590579710145
ENSMUSG00000025402	2941	Nab2	Ngfi-A binding protein 2 [Source:MGI Symbol;Acc:MGI:107563]	102465.847826087
ENSMUSG00000025403	3109	Shmt2	serine hydroxymethyltransferase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1277989]	294428.144927536
ENSMUSG00000025404	5987	R3hdm2	R3H domain containing 2 [Source:MGI Symbol;Acc:MGI:1919000]	1137388
ENSMUSG00000025407	4995	Gli1	GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727]	114.688405797101
ENSMUSG00000025408	1713	Ddit3	DNA-damage inducible transcript 3 [Source:MGI Symbol;Acc:MGI:109247]	45582.2155797101
ENSMUSG00000025409	4455	Mbd6	methyl-CpG binding domain protein 6 [Source:MGI Symbol;Acc:MGI:106378]	46151.2445652174
ENSMUSG00000025410	4795	Dctn2	dynactin 2 [Source:MGI Symbol;Acc:MGI:107733]	184278.911231884
ENSMUSG00000025413	3568	Ttc4	tetratricopeptide repeat domain 4 [Source:MGI Symbol;Acc:MGI:1919604]	10730.0706521739
ENSMUSG00000025417	5456	Pip4k2c	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma [Source:MGI Symbol;Acc:MGI:2152214]	108847.297101449
ENSMUSG00000025420	4061	Katnal2	katanin p60 subunit A-like 2 [Source:MGI Symbol;Acc:MGI:1924234]	2492.80434782609
ENSMUSG00000025421	6880	Hdhd2	haloacid dehalogenase-like hydrolase domain containing 2 [Source:MGI Symbol;Acc:MGI:1924237]	2768.75362318841
ENSMUSG00000025422	5941	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:MGI Symbol;Acc:MGI:3580016]	2733.38949275362
ENSMUSG00000025423	3587	Pias2	protein inhibitor of activated STAT 2 [Source:MGI Symbol;Acc:MGI:1096566]	72100.7753623188
ENSMUSG00000025425	5432	St8sia5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:MGI Symbol;Acc:MGI:109243]	3680.84057971014
ENSMUSG00000025427	10149	Rnf165	ring finger protein 165 [Source:MGI Symbol;Acc:MGI:2444521]	41057.384057971
ENSMUSG00000025428	3135	Atp5a1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1 [Source:MGI Symbol;Acc:MGI:88115]	4231925.2173913
ENSMUSG00000025429	2340	Pstpip2	proline-serine-threonine phosphatase-interacting protein 2 [Source:MGI Symbol;Acc:MGI:1335088]	3350.47644927536
ENSMUSG00000025432	3398	Avil	advillin [Source:MGI Symbol;Acc:MGI:1333798]	292.775362318841
ENSMUSG00000025436	4211	Atp23	ATP23 metallopeptidase and ATP synthase assembly factor homolog [Source:MGI Symbol;Acc:MGI:1916984]	589.014492753623
ENSMUSG00000025437	9675	Usp33	ubiquitin specific peptidase 33 [Source:MGI Symbol;Acc:MGI:2159711]	134588.302536232
ENSMUSG00000025439	3856	Clns1a	chloride channel, nucleotide-sensitive, 1A [Source:MGI Symbol;Acc:MGI:109638]	20379.0851449275
ENSMUSG00000025450	2659	Gm9752	predicted gene 9752 [Source:MGI Symbol;Acc:MGI:3641896]	67.3894927536232
ENSMUSG00000025451	3456	Paip1	polyadenylate binding protein-interacting protein 1 [Source:MGI Symbol;Acc:MGI:2384993]	65074.9547101449
ENSMUSG00000025453	7037	Nnt	nicotinamide nucleotide transhydrogenase [Source:MGI Symbol;Acc:MGI:109279]	281.389492753623
ENSMUSG00000025464	4907	Paox	polyamine oxidase (exo-N4-amino) [Source:MGI Symbol;Acc:MGI:1916983]	1094.84057971014
ENSMUSG00000025465	8286	Echs1	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial [Source:MGI Symbol;Acc:MGI:2136460]	20554.5199275362
ENSMUSG00000025466	3272	Fuom	fucose mutarotase [Source:MGI Symbol;Acc:MGI:1916314]	2561.9981884058
ENSMUSG00000025468	2401	Caly	calcyon neuron-specific vesicular protein [Source:MGI Symbol;Acc:MGI:1915816]	740.548913043478
ENSMUSG00000025470	2170	Zfp511	zinc finger protein 511 [Source:MGI Symbol;Acc:MGI:1917002]	3193.5652173913
ENSMUSG00000025473	4638	Adam8	a disintegrin and metallopeptidase domain 8 [Source:MGI Symbol;Acc:MGI:107825]	66915.4329710145
ENSMUSG00000025474	3980	Tubgcp2	tubulin, gamma complex associated protein 2 [Source:MGI Symbol;Acc:MGI:1921487]	47745.2173913043
